Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8
-19,-10,0,2,-126,-28,-154,-26
-19,-10,0,2,-126,-29,-155,-27
-20,-9,0,2,-126,-28,-154,-26
-20,-8,0,2,-127,-28,-154,-26
-19,-9,0,2,-127,-28,-154,-26
-19,-9,0,2,-126,-28,-153,-25
-19,-9,0,2,-125,-28,-153,-25
-18,-10,0,1,-126,-29,-154,-26
-17,-11,-1,1,-125,-28,-154,-25
-18,-10,0,2,-125,-28,-153,-25
-19,-9,0,2,-125,-29,-154,-26
-19,-9,0,2,-125,-28,-153,-26
-19,-9,0,2,-125,-28,-153,-26
-20,-8,0,2,-125,-27,-153,-26
-19,-9,0,2,-125,-28,-153,-26
-17,-9,1,2,-123,-26,-152,-25
-16,-8,4,3,-122,-24,-149,-23
-16,-8,3,2,-123,-24,-149,-23
-14,-8,4,3,-121,-23,-148,-21
-13,-6,8,4,-119,-19,-145,-19
-12,-6,8,4,-119,-19,-145,-19
-11,-8,10,4,-118,-17,-144,-19
-11,-8,10,4,-118,-17,-143,-18
-12,-8,11,5,-118,-17,-143,-18
-9,-8,12,4,-117,-16,-142,-17
-5,-7,17,5,-113,-10,-136,-13
-4,-5,19,6,-112,-9,-135,-12
-3,-6,20,6,-112,-8,-134,-11
-3,-6,21,7,-112,-7,-133,-10
-2,-7,20,6,-111,-7,-133,-11
0,-6,23,7,-109,-4,-131,-8
2,-5,28,9,-106,0,-126,-5
5,-3,31,9,-104,3,-123,-2
9,-2,35,10,-102,7,-120,0
9,0,38,11,-101,10,-118,1
10,0,41,11,-100,12,-116,2
13,2,45,12,-98,16,-113,5
15,5,50,14,-96,21,-109,8
17,7,55,15,-94,26,-104,11
21,7,58,15,-92,29,-101,14
25,6,61,16,-89,32,-98,16
28,7,65,17,-86,36,-95,19
31,8,69,18,-84,41,-92,22
35,9,73,19,-81,45,-88,25
37,12,78,20,-79,50,-84,28
39,14,82,21,-78,53,-81,30
42,13,85,21,-76,56,-78,32
43,14,89,23,-74,59,-75,35
44,16,91,23,-74,61,-74,36
46,16,92,23,-72,63,-72,38
48,15,94,24,-71,65,-70,39
50,13,95,24,-69,66,-68,41
51,12,94,23,-69,66,-68,41
53,12,95,23,-68,67,-68,42
53,14,98,25,-66,69,-65,43
53,14,99,25,-67,70,-65,43
53,15,99,25,-67,70,-65,43
51,15,98,24,-67,69,-66,42
49,15,96,24,-69,67,-68,40
50,12,94,23,-70,65,-69,39
49,9,92,22,-69,63,-70,39
47,9,90,22,-70,61,-72,38
47,7,87,21,-72,58,-74,36
46,6,84,20,-72,56,-76,35
44,5,82,20,-73,54,-77,33
42,5,80,20,-75,51,-80,31
40,2,77,19,-76,48,-83,29
37,2,74,18,-78,45,-85,26
33,4,71,18,-80,42,-87,24
32,0,67,16,-82,38,-91,22
31,-3,63,15,-83,35,-93,20
29,-5,59,14,-84,31,-96,18
28,-8,55,13,-86,27,-99,15
27,-12,51,11,-86,23,-102,14
23,-13,47,11,-89,20,-105,11
20,-12,44,10,-92,16,-108,8
17,-10,42,10,-93,14,-110,6
14,-10,40,10,-95,11,-112,4
12,-9,38,10,-97,10,-114,2
11,-11,35,8,-98,7,-116,0
10,-12,33,8,-98,5,-117,0
8,-11,31,8,-98,4,-118,0
6,-11,28,7,-101,1,-121,-3
6,-13,25,6,-101,0,-123,-4
3,-11,25,7,-102,-1,-124,-5
1,-12,22,6,-104,-4,-126,-8
0,-11,20,5,-105,-6,-128,-9
-1,-9,20,6,-107,-7,-128,-10
-3,-8,19,6,-108,-7,-129,-11
-4,-10,16,5,-109,-10,-131,-12
-4,-10,14,4,-109,-11,-132,-13
-5,-10,13,5,-109,-12,-133,-13
-6,-13,11,4,-110,-14,-134,-15
-6,-13,9,3,-110,-17,-136,-16
-8,-11,9,4,-110,-17,-136,-16
-11,-10,7,3,-113,-19,-139,-19
-14,-10,4,2,-115,-22,-141,-21
-15,-10,3,2,-116,-23,-142,-22
-17,-7,3,3,-117,-24,-143,-23
-17,-7,1,2,-118,-25,-144,-24
-17,-8,1,2,-117,-25,-143,-23
-17,-8,0,3,-117,-25,-143,-23
-18,-10,-2,2,-119,-28,-146,-25
-18,-11,-3,1,-118,-30,-147,-26
-18,-10,-2,1,-118,-29,-146,-25
-19,-9,-2,1,-119,-29,-147,-26
-19,-9,-2,1,-119,-29,-146,-26
-20,-9,-2,1,-119,-29,-146,-26
-21,-8,-1,2,-120,-28,-146,-26
-20,-9,-2,1,-120,-29,-146,-27
-20,-9,-2,1,-118,-28,-146,-25
-19,-10,-2,2,-118,-28,-145,-25
-18,-10,-3,1,-119,-29,-146,-26
-17,-11,-3,1,-118,-29,-146,-25
-18,-10,-2,2,-117,-28,-145,-25
-19,-10,-2,1,-118,-29,-146,-26
-19,-9,-3,1,-118,-29,-146,-26
-19,-9,-2,2,-118,-29,-145,-26
-21,-8,-1,2,-118,-29,-145,-26
-20,-9,-2,1,-118,-29,-145,-26
-19,-9,-2,1,-118,-28,-145,-26
-19,-9,-2,1,-118,-28,-145,-25
-18,-10,-3,1,-117,-29,-145,-26
-17,-11,-3,0,-117,-29,-145,-26
-18,-10,-3,1,-117,-29,-144,-25
-19,-9,-2,1,-118,-29,-145,-26
-19,-9,-2,1,-118,-29,-145,-26
-19,-10,-2,1,-117,-29,-144,-26
-21,-8,-1,2,-118,-28,-144,-25
-20,-8,-2,1,-118,-29,-145,-26
-19,-9,-2,1,-117,-28,-144,-26
-19,-9,-2,2,-116,-28,-144,-25
-18,-10,-3,1,-116,-28,-144,-25
-17,-11,-3,1,-116,-29,-144,-25
-18,-10,-3,1,-116,-28,-144,-25
-18,-9,-2,1,-117,-28,-144,-26
-18,-9,-2,1,-116,-28,-144,-26
-19,-9,-2,1,-117,-28,-144,-26
-20,-8,-1,2,-117,-28,-143,-25
-19,-9,-2,1,-118,-28,-143,-26
-19,-9,-2,1,-116,-28,-143,-25
-19,-9,-2,1,-116,-28,-143,-25
-18,-9,-3,1,-116,-28,-143,-25
-17,-11,-3,0,-115,-29,-143,-25
-18,-10,-2,1,-115,-28,-142,-25
-19,-9,-2,1,-116,-28,-143,-26
-19,-9,-2,1,-116,-28,-143,-26
-19,-9,-2,1,-116,-28,-143,-26
-20,-8,-1,2,-116,-27,-142,-26
-20,-8,-2,1,-116,-28,-143,-26
-19,-9,-2,1,-116,-28,-142,-25
-18,-9,-2,2,-115,-27,-142,-24
-18,-9,-2,1,-115,-28,-142,-25
-17,-11,-3,0,-115,-28,-143,-25
-18,-10,-2,1,-114,-28,-142,-24
-18,-9,-2,1,-115,-28,-142,-25
-19,-9,-2,1,-115,-28,-142,-26
-19,-9,-2,1,-115,-28,-142,-26
-20,-8,-1,2,-116,-27,-141,-25
-19,-9,-2,1,-116,-28,-142,-25
-19,-9,-2,2,-115,-28,-141,-25
-18,-9,-2,1,-114,-27,-141,-24
-18,-10,-2,1,-115,-28,-141,-25
-17,-10,-4,1,-115,-28,-141,-25
-18,-10,-2,1,-114,-27,-141,-24
-19,-9,-2,1,-115,-28,-141,-25
-19,-9,-2,1,-115,-28,-142,-26
-19,-9,-2,1,-114,-28,-141,-25
-20,-8,-1,2,-114,-27,-140,-25
-19,-8,-2,1,-115,-28,-141,-26
-19,-9,-2,1,-114,-28,-140,-25
-19,-9,-2,1,-114,-27,-140,-24
-18,-10,-3,1,-114,-27,-140,-25
-17,-11,-3,0,-113,-28,-141,-25
-17,-10,-3,1,-113,-28,-140,-24
-19,-9,-2,1,-114,-28,-140,-25
-18,-9,-2,1,-114,-28,-140,-25
-18,-9,-2,1,-114,-28,-140,-25
-20,-8,-1,2,-114,-27,-140,-25
-19,-8,-2,1,-115,-28,-140,-25
-18,-9,-2,1,-114,-27,-140,-25
-18,-9,-2,2,-113,-27,-139,-24
-18,-9,-3,1,-113,-27,-139,-24
-17,-10,-3,1,-113,-28,-140,-24
-17,-10,-2,1,-112,-27,-139,-24
-18,-9,-2,1,-113,-27,-139,-25
-18,-9,-2,1,-113,-27,-140,-25
-19,-9,-2,1,-114,-28,-140,-25
-20,-7,-1,2,-114,-27,-139,-25
-20,-8,-2,1,-114,-27,-139,-26
-18,-9,-2,1,-113,-27,-139,-25
-18,-9,-2,2,-113,-27,-138,-24
-18,-9,-2,1,-113,-27,-139,-24
-17,-10,-3,0,-112,-28,-139,-25
-18,-10,-2,1,-111,-27,-138,-24
-18,-9,-2,1,-113,-27,-138,-25
-19,-9,-2,1,-113,-28,-139,-25
-19,-9,-2,1,-112,-27,-138,-25
-20,-8,-1,2,-112,-26,-138,-25
-19,-8,-2,1,-113,-27,-139,-25
-18,-9,-2,1,-113,-27,-138,-25
-18,-9,-2,1,-112,-27,-137,-24
-18,-9,-2,1,-112,-26,-138,-24
-17,-10,-3,1,-111,-27,-138,-24
-17,-10,-2,1,-111,-27,-137,-24
-18,-9,-2,1,-111,-27,-137,-25
-18,-9,-2,1,-112,-27,-138,-25
-19,-9,-2,1,-112,-27,-138,-25
-20,-8,-1,2,-112,-27,-137,-24
-19,-8,-2,1,-112,-27,-137,-25
-18,-9,-2,1,-112,-27,-137,-24
-18,-9,-2,1,-111,-26,-136,-24
-18,-9,-2,1,-111,-27,-137,-24
-17,-10,-3,1,-111,-28,-137,-24
-17,-10,-2,1,-110,-27,-136,-23
-17,-9,-2,1,-111,-27,-136,-24
-18,-9,-2,1,-111,-27,-137,-24
-18,-9,-2,1,-111,-27,-137,-25
-19,-7,-1,2,-111,-26,-136,-24
-19,-8,-2,1,-111,-27,-136,-25
-18,-9,-2,1,-111,-27,-136,-25
-17,-9,-2,1,-110,-26,-136,-24
-17,-9,-2,1,-111,-27,-136,-24
-16,-10,-3,1,-110,-27,-136,-24
-17,-9,-2,1,-109,-26,-135,-23
-17,-9,-2,1,-110,-27,-136,-24
-18,-9,-2,1,-110,-27,-136,-25
-18,-8,-2,1,-110,-27,-136,-24
-20,-7,-1,2,-111,-26,-136,-24
-20,-7,-2,1,-111,-27,-136,-25
-18,-8,-2,1,-110,-27,-135,-24
-18,-9,-2,2,-109,-26,-134,-23
-17,-9,-2,1,-110,-27,-135,-24
-16,-10,-3,0,-109,-27,-135,-24
-17,-10,-2,1,-109,-26,-134,-23
-18,-9,-2,1,-109,-26,-135,-24
-17,-9,-2,1,-110,-27,-135,-24
-17,-8,-2,1,-110,-27,-135,-24
-19,-7,-1,2,-110,-26,-134,-24
-18,-8,-2,1,-110,-26,-135,-24
-18,-9,-2,1,-110,-26,-135,-24
-18,-9,-2,1,-109,-26,-134,-23
-17,-9,-2,1,-109,-26,-134,-23
-16,-10,-3,0,-108,-27,-134,-24
-16,-10,-2,1,-107,-26,-133,-23
-17,-8,-2,1,-108,-27,-134,-24
-18,-8,-2,1,-109,-26,-134,-24
-18,-9,-2,1,-109,-27,-134,-24
-19,-7,-1,1,-109,-26,-134,-24
-19,-7,-1,1,-110,-26,-134,-24
-17,-8,-2,1,-109,-27,-134,-24
-17,-8,-2,1,-108,-26,-133,-23
-16,-8,0,2,-107,-24,-132,-22
-12,-7,2,2,-105,-21,-129,-19
-11,-6,5,3,-103,-17,-126,-17
-10,-4,8,4,-102,-15,-123,-16
-7,-5,11,4,-100,-12,-121,-14
-4,-6,15,5,-97,-8,-118,-11
-2,-5,19,6,-95,-5,-114,-8
0,-5,21,6,-95,-3,-113,-7
2,-6,24,6,-92,0,-110,-4
4,-7,25,7,-91,1,-108,-3
4,-5,26,7,-91,2,-108,-2
5,-4,26,7,-90,2,-107,-2
7,-6,28,8,-88,4,-105,0
7,-6,29,8,-89,4,-105,0
7,-6,29,7,-89,4,-106,-1
7,-6,29,7,-89,4,-106,-1
5,-5,30,8,-89,5,-105,0
5,-5,29,8,-89,4,-105,-1
6,-9,27,7,-89,2,-106,-1
7,-10,26,7,-88,2,-106,-1
7,-11,26,7,-89,2,-106,-1
7,-11,25,6,-88,1,-107,-1
5,-9,24,6,-89,0,-108,-2
4,-8,24,6,-90,0,-108,-3
4,-7,24,6,-90,0,-108,-3
3,-8,23,6,-91,0,-109,-4
0,-8,22,6,-92,-2,-110,-5
0,-8,20,6,-93,-3,-111,-7
0,-9,19,5,-93,-4,-112,-7
0,-11,16,5,-93,-6,-113,-8
-1,-11,14,4,-95,-8,-115,-9
-2,-10,12,3,-96,-10,-117,-11
-4,-10,11,4,-96,-11,-118,-12
-6,-10,9,3,-98,-13,-120,-13
-8,-9,8,3,-99,-15,-121,-15
-9,-8,7,3,-100,-16,-122,-16
-12,-7,7,3,-101,-17,-123,-17
-15,-7,3,2,-103,-20,-126,-19
-15,-7,1,2,-104,-22,-127,-20
-16,-8,0,2,-105,-23,-128,-21
-17,-8,-2,1,-106,-26,-130,-23
-16,-9,-3,0,-106,-27,-131,-23
-16,-10,-3,1,-105,-26,-130,-23
-17,-8,-2,1,-106,-26,-130,-23
-18,-8,-3,0,-106,-27,-131,-24
-18,-8,-3,1,-106,-27,-131,-24
-19,-7,-2,1,-106,-26,-130,-24
-18,-7,-2,1,-107,-26,-130,-24
-17,-8,-2,1,-106,-26,-130,-24
-17,-8,-2,1,-105,-25,-129,-23
-17,-8,-2,1,-105,-26,-129,-23
-16,-9,-3,0,-105,-27,-130,-24
-16,-9,-3,0,-104,-26,-129,-23
-17,-9,-2,1,-105,-26,-129,-23
-17,-8,-2,1,-105,-25,-129,-23
-17,-8,-3,0,-105,-26,-130,-24
-18,-8,-2,1,-105,-25,-129,-23
-19,-7,-2,1,-106,-26,-129,-24
-18,-8,-3,1,-105,-26,-129,-24
-17,-8,-2,1,-105,-25,-128,-23
-17,-8,-3,1,-105,-26,-129,-23
-16,-9,-3,0,-104,-26,-129,-23
-16,-9,-3,1,-104,-26,-129,-22
-17,-9,-2,1,-104,-25,-129,-23
-17,-9,-3,1,-105,-26,-129,-23
-17,-8,-3,1,-105,-26,-129,-24
-19,-7,-1,2,-104,-25,-128,-23
-18,-7,-2,1,-105,-25,-128,-24
-17,-8,-3,0,-105,-26,-129,-24
-17,-8,-2,1,-104,-25,-128,-23
-17,-8,-2,1,-104,-25,-128,-22
-15,-10,-3,0,-104,-26,-128,-23
-15,-10,-3,1,-103,-26,-128,-22
-17,-9,-2,0,-104,-25,-128,-23
-17,-9,-2,0,-104,-26,-128,-23
-17,-8,-2,1,-104,-26,-128,-24
-21,-8,0,2,-106,-28,-130,-26
-27,-10,8,3,-111,-37,-137,-31
-30,-14,15,5,-113,-44,-143,-36
-35,-16,23,7,-116,-50,-148,-40
-39,-15,26,8,-119,-54,-152,-43
-36,-7,19,5,-118,-49,-148,-41
-30,0,7,2,-111,-37,-138,-32
-19,15,-13,-3,-102,-15,-120,-19
-1,41,-49,-14,-87,20,-91,2
22,65,-91,-25,-69,60,-58,28
47,88,-132,-35,-48,102,-22,56
72,110,-174,-47,-28,144,11,83
99,131,-217,-58,-8,185,45,110
125,152,-259,-69,12,227,80,139
151,171,-300,-80,32,267,114,166
177,184,-339,-89,52,304,146,191
203,187,-371,-95,72,336,173,214
223,187,-395,-100,86,360,194,233
238,190,-415,-104,97,380,211,247
247,193,-428,-107,104,392,222,256
252,187,-430,-107,108,396,226,260
254,176,-427,-105,107,392,223,258
251,166,-418,-102,104,382,215,253
242,158,-402,-97,98,368,204,244
230,147,-382,-92,89,348,188,231
218,132,-359,-86,77,324,167,215
200,112,-326,-77,64,292,142,195
176,92,-288,-67,46,255,111,170
151,71,-247,-57,26,213,77,143
124,45,-202,-45,5,169,40,114
98,18,-155,-31,-15,125,4,85
71,-2,-112,-20,-36,84,-30,57
47,-21,-73,-11,-56,43,-63,31
21,-39,-31,-1,-75,3,-97,4
-6,-57,-4,2,-98,-38,-132,-23
-33,-81,0,1,-120,-85,-171,-54
-59,-93,0,1,-138,-120,-201,-79
-75,-79,1,2,-148,-131,-211,-89
-77,-63,1,2,-149,-125,-208,-88
-67,-52,1,1,-140,-107,-192,-76
-54,-37,2,2,-129,-82,-172,-60
-40,-26,2,2,-119,-60,-154,-47
-27,-19,1,2,-110,-43,-139,-34
-20,-11,1,2,-103,-31,-129,-26
-19,-10,1,2,-103,-29,-127,-24
-18,-10,0,1,-103,-29,-128,-25
-18,-11,0,1,-102,-29,-127,-24
-19,-10,1,2,-102,-29,-127,-24
-19,-10,1,2,-103,-29,-127,-25
-19,-9,1,1,-103,-29,-128,-25
-20,-9,2,2,-102,-28,-127,-25
-20,-9,2,2,-104,-29,-127,-25
-19,-9,1,2,-103,-29,-127,-25
-19,-9,2,2,-101,-28,-126,-24
-19,-10,1,2,-102,-28,-126,-24
-18,-10,0,1,-102,-28,-127,-25
-17,-11,0,1,-101,-29,-127,-24
-19,-10,1,2,-102,-28,-126,-24
-19,-9,1,1,-102,-29,-127,-25
-19,-9,1,2,-103,-29,-127,-25
-20,-8,2,2,-102,-28,-126,-24
-20,-8,2,2,-103,-28,-126,-25
-19,-9,1,2,-102,-29,-126,-25
-18,-9,1,2,-101,-28,-125,-24
-19,-10,1,2,-101,-28,-125,-24
-18,-10,0,2,-101,-28,-126,-24
-18,-11,0,1,-100,-29,-125,-24
-18,-10,1,1,-101,-28,-125,-24
-19,-10,1,2,-102,-29,-126,-25
-19,-10,1,2,-101,-29,-126,-25
-20,-9,2,2,-101,-28,-125,-25
-20,-8,2,2,-102,-28,-125,-25
-19,-9,1,2,-102,-29,-126,-25
-18,-10,2,2,-100,-28,-124,-24
-19,-10,1,2,-101,-28,-125,-24
-18,-10,0,1,-101,-28,-125,-24
-17,-11,0,2,-100,-28,-125,-24
-18,-10,1,2,-100,-28,-124,-24
-19,-9,1,2,-100,-28,-125,-25
-19,-10,1,2,-100,-29,-125,-25
-20,-9,2,2,-100,-28,-124,-24
-20,-8,2,2,-101,-28,-124,-25
-19,-9,1,2,-101,-28,-125,-25
-18,-9,2,3,-99,-27,-123,-23
-17,-8,5,3,-98,-24,-121,-21
-15,-8,5,2,-98,-24,-121,-21
-13,-8,5,3,-96,-23,-119,-20
-13,-6,9,4,-95,-19,-117,-18
-12,-7,10,4,-95,-19,-116,-18
-11,-8,11,4,-94,-18,-115,-17
-11,-8,12,5,-93,-17,-114,-16
-12,-7,12,4,-94,-17,-114,-17
-10,-8,13,4,-93,-16,-114,-16
-8,-7,15,5,-91,-13,-111,-13
-8,-6,16,6,-91,-13,-110,-13
-7,-7,15,5,-91,-13,-110,-13
-4,-9,16,5,-89,-12,-109,-12
-4,-9,18,5,-89,-11,-108,-11
-5,-7,19,6,-89,-10,-108,-11
-5,-5,20,6,-89,-9,-107,-11
-4,-6,22,7,-88,-7,-105,-10
-4,-6,23,7,-87,-6,-104,-9
-2,-7,23,6,-87,-6,-105,-9
-1,-7,25,7,-84,-3,-102,-6
1,-5,29,8,-83,0,-99,-4
5,-4,33,9,-81,3,-95,-1
9,-2,37,9,-78,7,-91,1
9,0,39,10,-77,10,-89,3
10,0,43,11,-76,12,-88,3
13,2,47,12,-74,16,-85,6
15,5,52,14,-72,21,-80,9
17,7,57,15,-70,25,-76,13
21,7,60,15,-68,29,-73,15
25,6,63,16,-65,33,-70,18
27,7,66,17,-63,36,-67,21
31,8,71,18,-60,40,-63,24
34,9,75,18,-57,45,-59,27
36,12,80,20,-55,49,-55,30
39,14,84,21,-54,53,-52,32
41,13,87,21,-52,56,-50,34
43,14,91,23,-50,59,-47,37
43,15,92,23,-50,61,-45,37
46,15,94,23,-49,63,-43,39
48,14,95,24,-46,65,-42,41
50,13,96,24,-45,66,-41,42
51,12,96,23,-45,66,-41,42
52,12,97,23,-44,66,-40,43
53,14,100,24,-43,69,-37,45
52,15,101,24,-42,69,-37,44
52,14,101,24,-43,69,-37,44
51,15,100,24,-43,69,-38,44
48,14,98,24,-45,66,-39,42
49,12,96,23,-46,64,-41,41
48,9,93,23,-46,63,-42,40
47,9,91,22,-47,61,-44,39
47,7,89,21,-48,58,-46,37
46,6,86,20,-48,56,-48,36
44,5,84,20,-49,55,-49,35
41,5,82,19,-51,52,-52,32
39,2,78,18,-53,48,-55,30
36,2,76,18,-55,45,-57,28
33,3,73,18,-57,43,-59,25
32,0,68,16,-58,38,-63,23
31,-3,65,15,-59,35,-65,22
29,-5,61,14,-61,31,-68,19
28,-9,56,12,-62,27,-71,17
27,-13,52,11,-63,23,-74,15
23,-14,49,10,-65,20,-77,13
20,-13,46,10,-68,16,-80,10
16,-10,44,10,-70,14,-82,7
14,-9,41,10,-71,11,-85,5
11,-9,40,9,-73,10,-86,3
10,-11,36,8,-74,7,-89,2
10,-12,34,8,-74,6,-89,1
8,-11,33,8,-76,4,-91,0
7,-11,29,7,-78,1,-94,-1
6,-13,27,6,-78,0,-95,-2
3,-11,27,7,-79,-1,-96,-3
1,-11,24,5,-81,-4,-98,-6
0,-11,22,5,-82,-6,-100,-8
-1,-9,22,6,-83,-6,-100,-8
-4,-8,21,6,-84,-7,-101,-9
-4,-10,17,5,-85,-10,-104,-11
-5,-10,16,5,-86,-11,-105,-12
-6,-10,15,4,-86,-12,-105,-12
-6,-13,13,3,-87,-15,-107,-13
-6,-13,10,3,-87,-16,-109,-15
-8,-11,11,4,-88,-17,-109,-15
-11,-9,9,3,-90,-19,-111,-17
-13,-10,5,2,-92,-22,-114,-20
-15,-10,4,2,-93,-23,-115,-21
-18,-7,4,3,-94,-24,-116,-22
-17,-7,2,1,-96,-26,-117,-23
-17,-8,3,2,-94,-24,-115,-22
-17,-8,1,2,-94,-25,-116,-22
-18,-10,-1,1,-96,-28,-119,-24
-18,-11,-2,0,-95,-29,-119,-25
-19,-10,-1,1,-95,-29,-119,-24
-20,-9,-1,1,-96,-29,-119,-25
-20,-9,-1,1,-96,-29,-120,-25
-20,-9,0,1,-96,-29,-119,-25
-21,-8,0,2,-96,-28,-119,-25
-20,-9,-1,1,-96,-29,-119,-25
-19,-9,-1,1,-95,-28,-119,-25
-19,-9,-1,1,-96,-29,-119,-24
-19,-9,-1,1,-96,-29,-119,-24
-18,-10,-2,1,-95,-29,-119,-24
-19,-10,-1,2,-95,-29,-118,-24
-19,-9,-1,1,-95,-29,-118,-25
-20,-9,-1,1,-96,-29,-119,-25
-20,-9,0,1,-95,-28,-118,-25
-21,-8,0,2,-95,-28,-118,-25
-20,-9,-1,1,-96,-29,-119,-25
-19,-9,-1,1,-95,-29,-118,-24
-19,-9,-1,1,-95,-29,-117,-24
-19,-10,-1,1,-95,-28,-118,-25
-18,-11,-2,1,-94,-29,-118,-24
-19,-10,-1,1,-94,-29,-117,-24
-19,-9,-1,1,-95,-28,-118,-25
-19,-10,-1,1,-95,-29,-118,-25
-20,-9,0,1,-95,-29,-118,-25
-21,-8,0,1,-95,-28,-117,-25
-20,-9,-1,1,-95,-29,-118,-25
-19,-9,-1,1,-94,-28,-117,-24
-19,-9,-1,1,-94,-28,-117,-24
-18,-10,-1,1,-94,-29,-117,-24
-18,-11,-2,0,-94,-29,-117,-24
-20,-9,0,1,-95,-28,-117,-25
-19,-9,-1,1,-94,-28,-117,-24
-19,-9,-1,1,-94,-28,-116,-24
-18,-10,-1,1,-94,-28,-116,-24
-18,-11,-2,0,-93,-29,-117,-24
-18,-9,-1,1,-93,-28,-116,-24
-19,-9,-1,1,-94,-28,-116,-24
-19,-9,-1,0,-94,-29,-117,-25
-20,-9,-1,1,-94,-28,-116,-24
-21,-8,0,1,-94,-28,-116,-24
-20,-9,-1,1,-95,-28,-117,-25
-19,-9,-1,1,-93,-28,-116,-24
-19,-9,0,1,-93,-27,-115,-23
-18,-10,-1,1,-93,-28,-116,-23
-18,-10,-2,0,-92,-29,-116,-24
-18,-10,-1,1,-92,-28,-115,-23
-18,-9,-1,1,-92,-28,-115,-24
-19,-9,-1,1,-93,-28,-116,-24
-19,-9,0,1,-93,-28,-116,-24
-20,-8,0,2,-93,-27,-115,-24
-20,-8,-1,1,-93,-28,-115,-25
-19,-9,-1,1,-92,-28,-115,-24
-19,-9,0,1,-92,-28,-115,-23
-18,-9,-1,1,-93,-28,-115,-24
-17,-10,-1,1,-92,-28,-115,-24
-18,-9,0,1,-92,-28,-114,-23
-19,-9,-1,1,-92,-28,-115,-24
-19,-9,-1,1,-93,-28,-115,-24
-19,-9,0,1,-92,-28,-115,-24
-20,-8,0,2,-92,-27,-114,-24
-19,-8,-1,1,-93,-28,-115,-25
-18,-9,-1,1,-92,-28,-114,-24
-19,-9,0,2,-92,-27,-114,-23
-18,-9,-1,1,-92,-28,-114,-24
-17,-10,-2,0,-92,-28,-115,-24
-18,-10,-1,1,-91,-28,-114,-23
-19,-9,-1,1,-92,-28,-114,-24
-19,-9,-1,0,-92,-28,-114,-24
-19,-9,-1,1,-92,-28,-114,-24
-20,-8,0,2,-92,-27,-113,-24
-19,-8,0,1,-92,-27,-114,-24
-18,-9,0,1,-91,-27,-113,-23
-18,-9,0,1,-91,-27,-113,-23
-18,-9,-1,1,-92,-27,-114,-23
-16,-10,-2,0,-91,-28,-114,-24
-18,-10,-1,1,-90,-28,-113,-23
-19,-9,-1,1,-91,-28,-113,-24
-19,-9,-1,0,-92,-28,-114,-24
-19,-9,0,1,-91,-28,-113,-24
-20,-8,0,2,-91,-27,-113,-23
-19,-9,0,1,-92,-28,-113,-24
-19,-9,-1,1,-91,-28,-113,-24
-19,-9,0,1,-91,-27,-112,-23
-18,-9,-1,1,-91,-27,-112,-23
-17,-10,-2,0,-90,-28,-113,-24
-17,-9,-1,1,-90,-27,-113,-23
-18,-9,0,1,-90,-27,-112,-23
-19,-9,-1,1,-91,-28,-113,-24
-19,-9,-1,1,-91,-28,-113,-24
-20,-7,0,2,-91,-27,-112,-23
-20,-8,-1,1,-92,-27,-113,-24
-19,-8,-1,1,-90,-27,-112,-23
-18,-9,0,1,-90,-27,-112,-23
-18,-9,-1,1,-90,-27,-112,-23
-17,-10,-2,0,-90,-28,-112,-23
-17,-10,-1,1,-89,-27,-111,-23
-18,-9,0,1,-89,-27,-111,-23
-18,-9,-1,1,-90,-28,-112,-24
-19,-9,-1,1,-90,-27,-112,-24
-20,-7,0,2,-90,-27,-111,-23
-20,-8,0,1,-91,-27,-112,-24
-18,-9,0,1,-90,-27,-112,-24
-18,-8,0,1,-90,-27,-111,-23
-18,-9,-1,1,-90,-27,-111,-23
-17,-10,-2,0,-89,-28,-112,-23
-17,-9,-1,1,-89,-27,-111,-22
-18,-9,-1,1,-90,-27,-111,-23
-18,-9,-1,1,-90,-27,-112,-24
-19,-8,0,1,-89,-27,-111,-24
-20,-8,0,2,-89,-26,-111,-23
-19,-8,-1,1,-90,-27,-111,-24
-18,-9,0,1,-90,-27,-111,-23
-18,-9,0,1,-89,-26,-110,-23
-18,-9,0,1,-89,-27,-111,-23
-17,-10,-2,0,-89,-28,-111,-23
-17,-9,-1,1,-88,-27,-111,-22
-18,-9,0,1,-89,-26,-110,-23
-18,-9,-1,1,-89,-27,-111,-23
-18,-9,0,1,-89,-27,-110,-23
-19,-8,0,2,-89,-26,-110,-23
-19,-8,0,1,-90,-27,-111,-24
-18,-9,0,1,-88,-26,-110,-23
-18,-9,0,1,-88,-26,-110,-23
-18,-9,0,1,-88,-27,-110,-22
-16,-10,-2,0,-88,-27,-110,-22
-17,-10,-1,1,-87,-27,-110,-22
-18,-9,0,1,-88,-27,-110,-23
-18,-8,-1,1,-89,-27,-110,-24
-18,-9,0,1,-88,-27,-110,-23
-19,-7,0,1,-89,-26,-109,-23
-19,-8,0,1,-89,-27,-110,-23
-18,-9,-1,1,-88,-26,-110,-23
-18,-9,-1,2,-88,-26,-109,-22
-18,-9,-1,1,-88,-26,-109,-22
-17,-10,-2,0,-87,-27,-109,-23
-17,-10,-1,1,-87,-26,-109,-22
-18,-8,0,1,-88,-27,-109,-22
-18,-9,0,1,-88,-27,-109,-23
-18,-9,0,1,-88,-27,-109,-22
-19,-7,0,2,-88,-26,-108,-22
