Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8
64,-13,46,-5,27,586,-864,25
64,-13,47,-5,27,585,-869,25
64,-13,47,-4,27,586,-959,26
63,-12,48,-3,26,586,-1178,26
63,-12,46,-4,25,585,-1044,24
64,-12,46,-4,26,584,-991,25
64,-13,46,-5,26,583,-1050,25
64,-13,46,-6,26,583,-1061,24
65,-15,44,-7,27,582,-935,23
65,-14,46,-5,28,582,-1190,26
64,-13,46,-5,27,582,-1256,25
64,-13,46,-5,27,582,-1242,25
63,-12,47,-4,28,582,-1330,26
62,-11,48,-2,26,582,-1555,26
63,-12,46,-4,25,580,-1367,24
63,-13,46,-4,26,580,-1215,24
63,-13,46,-5,26,580,-1165,24
64,-13,45,-6,25,579,-978,23
65,-14,44,-7,26,577,-647,23
64,-14,45,-5,27,578,-807,25
64,-13,46,-5,26,578,-932,25
64,-13,45,-4,27,578,-960,25
63,-12,46,-3,27,579,-1015,26
62,-11,48,-2,26,579,-1232,26
63,-12,46,-4,25,577,-1101,24
63,-12,46,-4,26,577,-1105,24
63,-13,46,-5,25,576,-1236,24
64,-13,45,-6,25,575,-1192,23
64,-14,44,-7,26,574,-955,23
64,-13,45,-5,27,575,-1108,25
64,-13,45,-5,26,575,-1233,24
63,-13,45,-5,26,575,-1237,25
63,-12,46,-4,27,575,-1261,25
62,-11,47,-3,26,575,-1461,26
62,-12,46,-4,25,574,-1272,24
63,-13,46,-4,26,574,-1118,24
63,-13,45,-5,26,573,-1138,24
63,-13,44,-5,25,572,-1146,23
64,-14,43,-7,25,570,-1051,22
64,-13,45,-5,27,571,-1480,25
63,-13,45,-5,26,571,-1733,24
63,-13,45,-5,26,571,-1765,25
63,-12,46,-4,27,571,-1911,26
61,-11,47,-3,26,572,-2212,26
62,-12,45,-5,25,570,-2113,24
62,-12,45,-5,25,569,-1962,24
62,-13,45,-4,26,569,-1936,24
63,-13,44,-5,25,568,-1876,23
64,-14,43,-6,25,566,-1692,22
63,-13,44,-5,27,568,-1831,24
62,-13,45,-5,26,567,-1975,24
62,-13,45,-5,26,567,-1989,24
62,-12,46,-4,26,568,-2026,25
61,-11,47,-2,26,569,-2231,26
61,-12,45,-4,25,567,-2151,24
62,-12,45,-4,25,566,-2119,24
62,-12,45,-4,25,566,-2209,24
62,-13,44,-5,25,565,-2219,23
63,-14,43,-7,25,563,-2074,22
63,-14,44,-5,27,564,-2229,24
62,-13,44,-4,26,564,-2480,24
62,-13,44,-4,25,564,-2586,24
62,-12,45,-4,26,564,-2611,25
60,-11,47,-2,26,565,-2782,26
61,-12,45,-4,24,563,-2712,24
61,-12,44,-4,25,562,-2480,23
61,-12,44,-5,26,562,-2395,24
62,-13,44,-5,25,561,-2304,23
63,-14,42,-7,25,559,-2021,22
62,-13,43,-5,27,561,-2057,24
62,-13,44,-5,26,561,-2255,24
61,-13,44,-5,26,560,-2451,24
61,-12,45,-4,26,561,-2588,25
60,-10,46,-2,26,561,-2875,25
60,-11,44,-4,24,559,-2821,23
61,-12,44,-4,25,559,-2659,23
61,-12,44,-5,25,558,-2634,23
61,-13,44,-5,24,558,-2592,23
62,-14,42,-7,25,556,-2393,22
62,-13,43,-5,26,557,-2454,24
62,-13,44,-4,26,557,-2521,24
61,-12,44,-4,26,556,-2413,24
61,-12,44,-4,26,557,-2399,24
60,-11,46,-2,26,558,-2634,25
60,-11,44,-4,24,556,-2555,23
60,-12,44,-4,25,555,-2422,23
61,-12,44,-4,25,555,-2485,23
61,-12,43,-5,25,554,-2485,22
62,-14,42,-6,24,553,-2323,22
62,-14,43,-5,26,554,-2482,24
61,-13,44,-5,25,553,-2683,24
61,-12,44,-5,25,553,-2651,24
60,-12,44,-4,26,553,-2601,25
59,-11,46,-2,26,554,-2722,26
59,-11,44,-3,24,552,-2632,23
60,-12,44,-4,25,552,-2471,23
60,-12,44,-4,25,551,-2502,23
61,-12,43,-5,24,551,-2514,22
61,-14,42,-7,24,549,-2327,22
62,-14,43,-5,26,550,-2368,24
61,-13,43,-5,25,550,-2482,23
61,-12,43,-4,25,550,-2398,24
62,-11,46,-3,27,553,-2407,26
63,-8,52,0,29,558,-2631,29
65,-7,52,-1,28,558,-2626,29
67,-8,54,-2,30,560,-2543,30
70,-8,58,-1,32,562,-2535,33
74,-10,61,-1,35,566,-2382,36
77,-11,63,-2,37,567,-2004,37
79,-11,66,0,40,570,-2025,40
81,-11,69,0,41,573,-2310,43
82,-11,71,0,42,574,-2365,44
82,-8,73,1,43,576,-2430,45
81,-6,75,3,43,577,-2660,47
83,-7,75,2,42,576,-2639,46
84,-9,75,1,43,576,-2426,46
84,-9,75,1,43,576,-2256,46
85,-10,74,1,43,575,-2158,45
86,-10,72,0,42,574,-2078,44
86,-11,73,0,44,574,-2155,46
85,-14,72,0,44,573,-2313,45
85,-14,72,0,44,572,-2287,45
84,-14,72,0,44,572,-2324,46
82,-12,74,2,44,573,-2580,47
81,-11,71,1,40,570,-2579,43
80,-11,70,0,40,568,-2419,42
80,-11,70,0,41,568,-2380,42
80,-11,69,0,40,566,-2212,42
80,-14,64,-2,38,562,-2008,39
79,-14,65,-1,40,562,-2060,40
77,-13,64,0,39,561,-2308,40
76,-15,62,-1,37,559,-2427,38
74,-14,61,0,37,557,-2483,37
72,-11,61,0,36,557,-2591,37
70,-11,58,-1,32,553,-2534,34
69,-13,55,-2,32,550,-2344,31
68,-13,53,-2,31,549,-2292,31
67,-12,52,-3,30,547,-2179,29
66,-13,49,-5,29,544,-1913,27
64,-13,47,-4,28,541,-1881,26
61,-11,46,-4,27,540,-2102,26
60,-11,44,-4,26,538,-2127,24
58,-12,42,-4,25,536,-2077,23
58,-11,44,-2,25,536,-2196,24
57,-11,42,-3,23,535,-2201,22
57,-11,42,-4,23,534,-2081,21
57,-11,42,-4,24,534,-2119,22
58,-12,41,-5,23,533,-2052,21
59,-13,40,-7,23,531,-1841,20
59,-13,41,-6,25,532,-1804,22
58,-12,41,-5,25,533,-1990,22
58,-12,41,-5,24,532,-1954,22
58,-12,42,-4,24,532,-1978,23
57,-11,43,-3,25,533,-2285,24
57,-11,43,-3,23,532,-2393,22
57,-11,42,-4,23,531,-2250,21
58,-12,42,-4,23,530,-2241,22
58,-12,41,-4,23,530,-2198,22
59,-13,39,-6,23,528,-2029,20
59,-13,40,-6,25,529,-1971,22
58,-12,41,-4,24,529,-2160,23
57,-12,41,-4,24,529,-2142,23
57,-12,41,-4,24,529,-2114,23
56,-10,43,-2,25,530,-2313,24
56,-10,42,-3,22,528,-2420,22
57,-11,42,-4,23,528,-2234,22
57,-11,41,-5,23,527,-2253,22
57,-12,41,-5,23,526,-2243,21
58,-13,39,-6,22,525,-2070,20
59,-13,40,-5,25,525,-2011,22
57,-12,41,-4,24,526,-2215,22
57,-12,41,-5,24,525,-2210,22
57,-11,41,-4,24,525,-2153,22
56,-10,42,-2,24,526,-2272,23
55,-10,42,-3,22,525,-2352,22
56,-11,41,-4,23,524,-2209,21
57,-11,41,-4,23,524,-2213,21
57,-12,41,-5,22,523,-2191,21
55,-13,42,-6,20,518,-2064,17
50,-16,51,-3,18,511,-2005,13
45,-19,59,0,14,504,-2209,9
39,-20,66,0,10,496,-2218,4
35,-18,70,1,8,493,-2219,2
36,-9,66,1,10,500,-2386,6
42,-1,53,-2,13,511,-2442,12
55,12,30,-9,23,532,-2260,25
74,38,-6,-19,39,568,-2240,48
97,62,-47,-31,58,607,-2188,74
123,83,-91,-44,77,647,-1958,100
150,104,-133,-54,100,689,-1788,129
174,127,-174,-64,120,731,-1932,157
200,148,-216,-75,140,772,-1884,185
226,168,-257,-85,160,813,-1761,212
250,183,-294,-93,180,851,-1877,239
275,186,-326,-100,196,881,-1920,260
297,184,-351,-106,212,904,-1671,277
312,187,-371,-110,224,924,-1661,292
322,190,-385,-114,230,936,-1658,301
328,182,-389,-115,233,937,-1541,303
330,170,-385,-112,236,933,-1439,303
325,162,-374,-108,232,925,-1620,299
316,154,-359,-104,224,909,-1605,288
304,143,-339,-98,215,890,-1576,276
289,130,-312,-90,204,866,-1748,261
270,111,-281,-82,188,833,-1892,239
249,89,-244,-73,170,795,-1766,214
224,67,-202,-62,151,753,-1840,187
198,41,-158,-50,130,709,-1883,159
173,12,-114,-39,109,663,-1784,128
148,-9,-71,-28,90,621,-1688,102
121,-25,-29,-16,70,582,-1916,76
94,-44,10,-7,49,541,-1934,48
66,-60,39,-3,27,499,-1956,20
37,-83,45,-2,5,454,-2151,-8
11,-94,46,-2,-15,417,-2311,-34
-3,-81,45,-3,-25,405,-2126,-46
-4,-66,45,-3,-24,411,-2112,-43
6,-56,44,-3,-16,429,-2061,-32
21,-43,43,-5,-5,451,-1804,-17
35,-32,43,-5,6,473,-1700,-2
45,-22,44,-3,15,492,-1945,10
52,-15,44,-3,20,503,-1999,17
53,-13,44,-3,21,505,-1964,19
52,-12,45,-2,22,506,-2119,20
52,-11,45,-1,20,506,-2286,19
52,-12,44,-3,19,504,-2093,18
52,-13,44,-2,20,504,-2022,18
53,-13,44,-3,20,503,-2029,18
53,-14,42,-4,19,502,-1935,17
54,-14,42,-5,21,502,-1806,18
53,-13,43,-3,22,503,-2051,19
53,-13,43,-3,21,502,-2079,19
53,-13,44,-3,21,502,-2058,19
52,-12,45,-1,22,503,-2218,20
51,-12,45,-1,20,502,-2373,19
52,-12,44,-3,20,501,-2140,18
52,-12,44,-3,20,500,-2046,18
52,-12,44,-3,20,500,-2007,18
53,-13,42,-4,20,499,-1870,17
53,-15,42,-5,21,499,-1692,18
52,-14,43,-3,21,499,-1840,19
52,-13,43,-3,21,499,-1860,18
52,-13,43,-3,21,499,-1893,18
52,-12,45,-1,22,500,-2052,20
51,-11,45,-1,20,499,-2240,19
52,-12,44,-3,19,498,-2085,18
52,-12,44,-3,20,498,-2084,18
52,-13,43,-3,20,497,-2140,18
52,-14,42,-4,19,496,-2072,16
53,-14,41,-5,21,496,-1886,17
52,-13,43,-3,22,497,-1969,19
52,-13,43,-3,21,496,-1878,19
52,-13,43,-3,20,496,-1751,19
51,-12,44,-1,21,497,-1863,19
50,-11,45,-1,20,496,-2146,19
51,-12,43,-3,19,494,-2020,18
52,-12,43,-3,20,494,-2002,18
52,-13,43,-3,20,493,-2007,17
52,-13,42,-4,19,493,-1907,16
53,-14,41,-5,20,492,-1715,17
52,-13,42,-3,21,493,-1787,19
52,-13,44,-3,21,494,-1795,19
54,-11,46,-2,22,496,-1880,21
53,-10,48,-1,23,497,-2053,22
53,-8,50,0,22,498,-2257,23
56,-9,51,-1,23,500,-2047,23
57,-9,52,-1,25,500,-1985,24
59,-11,53,-1,26,501,-1963,25
60,-12,52,-2,25,500,-1871,24
60,-13,51,-2,27,500,-1768,25
61,-12,54,-1,28,502,-1971,27
62,-11,57,0,29,504,-1943,28
62,-10,57,0,29,504,-1869,29
62,-10,59,1,30,505,-1957,30
62,-10,60,2,29,506,-2184,31
64,-11,60,0,29,505,-2018,30
64,-10,61,0,30,506,-1900,31
65,-8,62,0,30,507,-1863,31
67,-10,62,0,30,507,-1772,31
69,-12,62,0,32,507,-1633,32
69,-11,63,0,34,508,-1939,34
70,-10,66,1,34,510,-2047,35
72,-8,70,2,37,514,-2021,38
74,-5,76,5,39,519,-2048,42
76,-3,80,6,40,523,-2084,45
78,-3,81,5,40,524,-1793,44
80,-2,84,6,42,526,-1714,46
83,0,88,7,44,530,-1779,49
86,0,91,7,46,533,-1692,51
90,1,94,7,49,536,-1557,54
92,3,100,9,52,541,-1770,58
95,3,104,10,54,544,-1801,60
97,4,108,11,56,548,-1768,63
99,6,113,14,59,552,-1816,67
101,9,118,15,60,557,-1949,70
104,10,121,15,61,560,-1748,71
108,11,125,16,64,563,-1710,74
111,10,128,16,66,566,-1789,76
114,10,130,15,67,568,-1749,78
116,10,130,15,69,568,-1621,79
116,11,134,17,71,572,-1815,82
117,11,136,18,71,573,-1897,83
119,10,137,18,72,574,-1904,84
119,10,138,19,73,575,-1957,85
118,12,140,20,73,576,-2114,86
121,12,141,20,73,577,-1886,86
122,12,142,19,74,577,-1694,87
121,12,141,19,73,576,-1619,86
121,11,139,18,73,574,-1584,85
121,8,135,16,72,571,-1360,83
119,8,136,17,73,571,-1501,84
118,6,134,16,71,569,-1654,82
116,6,132,16,70,566,-1719,81
115,5,131,17,70,565,-1801,81
112,6,130,18,68,563,-2036,79
111,4,125,15,65,558,-1986,76
110,2,123,14,65,556,-1971,74
109,0,119,13,64,552,-1925,72
106,-1,115,11,61,548,-1754,69
104,-1,111,10,60,544,-1539,66
102,-3,109,10,60,542,-1711,66
100,-6,106,9,58,538,-1799,64
98,-8,101,9,56,534,-1745,61
95,-10,98,8,54,530,-1796,60
93,-13,96,9,52,527,-2038,58
90,-15,90,6,48,521,-1922,53
88,-15,87,5,47,517,-1857,50
85,-13,84,5,45,515,-1895,49
83,-13,80,3,43,511,-1818,46
83,-15,77,1,42,508,-1505,44
80,-15,76,2,43,506,-1530,44
78,-16,74,2,41,504,-1609,42
76,-14,73,2,40,503,-1540,42
74,-13,71,2,38,501,-1634,40
71,-13,70,3,37,499,-2007,39
70,-12,67,1,34,496,-1831,36
69,-14,64,0,34,493,-1691,35
67,-14,62,0,32,490,-1699,33
66,-13,60,0,31,489,-1693,31
66,-14,58,-2,30,486,-1514,29
64,-14,57,-1,31,485,-1644,30
62,-14,55,-1,29,483,-1809,29
61,-13,55,0,28,482,-1828,28
60,-15,54,0,28,481,-1778,28
57,-13,53,0,27,480,-1890,27
56,-13,51,0,24,477,-1806,24
55,-12,49,-1,24,475,-1728,23
53,-13,45,-2,22,472,-1667,21
52,-13,43,-2,21,470,-1598,19
52,-13,40,-4,20,467,-1473,17
50,-11,41,-3,21,468,-1577,18
50,-11,42,-3,20,467,-1696,18
48,-11,41,-3,19,466,-1751,18
47,-12,39,-3,19,464,-1801,17
45,-11,40,-1,18,464,-1950,17
45,-11,38,-2,16,462,-1824,15
46,-12,38,-3,17,462,-1769,15
46,-12,38,-3,17,461,-1874,15
47,-12,37,-4,17,461,-1792,14
48,-14,36,-5,17,459,-1582,13
47,-14,37,-4,19,460,-1731,15
47,-13,38,-4,18,460,-1903,15
47,-13,38,-3,17,460,-1895,15
46,-12,38,-2,18,460,-1932,16
45,-11,40,-1,18,461,-2171,17
46,-12,39,-2,16,459,-2110,15
46,-12,38,-3,17,459,-1989,15
46,-12,38,-3,17,459,-2013,15
47,-13,37,-4,17,458,-2009,14
47,-14,36,-5,17,456,-1798,13
47,-13,37,-4,19,458,-1860,15
46,-12,37,-3,18,457,-1959,15
46,-13,37,-3,18,457,-1903,15
46,-12,38,-3,18,457,-1936,16
45,-11,39,-1,18,458,-2124,17
45,-11,38,-3,16,456,-1972,15
45,-12,37,-3,17,456,-1838,14
46,-12,37,-3,17,456,-1806,14
46,-12,37,-4,17,455,-1690,14
47,-14,35,-5,17,454,-1447,13
47,-13,36,-4,19,455,-1516,15
46,-13,37,-4,18,454,-1719,15
46,-13,37,-3,17,454,-1802,15
46,-12,38,-3,18,454,-1861,16
44,-11,39,-1,18,456,-2079,16
44,-11,38,-2,16,453,-2015,15
45,-12,37,-3,17,453,-1985,15
46,-12,37,-3,17,453,-2046,14
45,-12,37,-4,17,452,-1962,14
47,-14,35,-6,17,451,-1812,13
46,-13,36,-4,18,452,-1848,15
45,-13,37,-3,17,452,-2024,15
46,-13,37,-3,17,451,-2033,15
46,-12,38,-3,18,452,-2037,16
44,-10,39,-2,18,453,-2219,16
44,-11,38,-3,15,451,-2159,14
45,-12,37,-3,17,450,-2010,14
45,-12,37,-3,17,450,-2004,14
46,-12,36,-4,17,449,-1969,14
47,-13,35,-6,16,448,-1821,13
46,-13,36,-4,18,449,-1934,15
45,-12,37,-4,18,449,-2157,15
45,-12,37,-3,17,449,-2150,15
45,-12,37,-3,17,449,-2189,15
44,-10,39,-1,18,449,-2396,16
44,-11,37,-2,16,448,-2318,14
45,-12,37,-3,17,447,-2195,14
45,-12,37,-3,17,447,-2292,14
45,-12,36,-3,16,446,-2336,14
46,-13,35,-5,17,445,-2128,13
46,-13,35,-4,18,446,-2102,14
46,-12,36,-3,18,446,-2191,15
45,-12,36,-3,17,446,-2160,15
45,-12,37,-3,17,446,-2233,15
44,-10,39,-1,18,447,-2471,16
44,-11,37,-2,15,445,-2449,14
44,-11,36,-3,16,445,-2289,14
45,-12,37,-3,17,444,-2266,14
45,-12,36,-4,16,444,-2177,14
46,-13,34,-5,16,442,-1946,12
46,-13,35,-4,18,443,-1951,15
44,-11,36,-3,16,442,-1990,14
44,-11,36,-3,16,441,-1852,14
45,-12,36,-4,16,441,-1877,13
46,-13,34,-5,15,439,-1781,12
46,-13,35,-4,18,440,-1687,14
45,-12,36,-3,17,440,-1786,15
45,-12,36,-3,17,440,-1807,15
45,-12,37,-3,17,440,-1871,15
43,-11,38,-1,18,441,-2116,16
43,-11,37,-2,16,440,-2063,14
44,-11,36,-3,16,439,-1826,14
44,-11,36,-3,16,439,-1881,14
44,-12,36,-4,16,438,-1825,14
45,-13,34,-5,16,437,-1639,13
45,-13,35,-4,17,437,-1606,14
45,-12,36,-3,17,438,-1768,15
44,-12,36,-3,17,438,-1736,15
44,-12,36,-2,17,438,-1753,15
43,-10,38,-1,18,439,-1899,16
43,-11,37,-2,15,437,-1916,14
43,-11,36,-3,16,436,-1777,14
44,-12,36,-3,17,436,-1826,14
44,-12,36,-3,16,436,-1796,13
45,-13,34,-5,15,434,-1647,12
45,-13,35,-4,18,434,-1664,14
44,-12,35,-4,17,435,-1948,14
44,-12,35,-3,16,434,-1932,14
44,-12,36,-3,16,434,-1838,15
43,-10,37,-1,17,436,-1950,16
42,-10,37,-2,15,435,-1998,14
43,-11,36,-3,16,433,-1914,14
43,-11,36,-3,16,433,-1956,14
43,-12,35,-3,16,432,-1891,13
45,-13,34,-5,16,432,-1714,12
45,-13,34,-4,18,432,-1689,14
44,-12,35,-3,17,432,-1890,14
44,-12,35,-3,17,432,-1863,14
44,-12,36,-3,16,432,-1845,15
43,-11,37,-1,17,433,-1999,16
42,-10,37,-2,15,432,-2117,14
43,-11,35,-3,15,431,-1997,13
43,-11,35,-3,16,431,-2001,13
44,-12,35,-3,15,430,-1989,13
45,-13,33,-5,15,428,-1825,12
44,-13,34,-5,17,429,-1738,14
44,-12,35,-3,17,429,-1913,14
43,-12,35,-3,17,429,-1853,14
43,-12,36,-3,17,429,-1755,14
42,-11,37,-1,18,430,-1916,16
42,-10,36,-2,15,429,-2093,14
42,-11,35,-3,15,428,-1969,13
43,-11,35,-3,15,428,-1906,13
43,-11,35,-3,15,427,-1893,13
44,-12,33,-5,15,426,-1802,12
44,-13,34,-5,17,426,-1724,13
43,-12,35,-3,17,427,-1924,14
43,-12,35,-3,16,426,-1953,14
43,-12,35,-3,17,426,-1997,14
42,-10,37,-1,18,428,-2127,16
42,-10,36,-1,15,426,-2158,14
42,-11,35,-3,15,425,-2003,13
43,-11,35,-3,16,425,-2038,13
42,-11,35,-3,15,424,-2018,13
43,-12,33,-5,15,423,-1835,12
44,-13,33,-4,17,423,-1757,14
43,-12,35,-3,17,424,-2030,14
43,-12,35,-3,16,424,-2104,14
42,-11,35,-3,17,424,-2072,15
41,-10,36,-1,17,425,-2163,16
41,-10,36,-1,15,424,-2195,14
42,-11,35,-2,15,423,-1912,14
42,-11,34,-3,16,422,-1971,13
43,-12,34,-3,15,422,-2056,13
44,-12,33,-5,15,420,-1844,12
44,-13,33,-4,17,421,-1627,13
43,-12,34,-3,17,422,-1828,14
42,-11,34,-3,16,421,-1776,14
42,-12,34,-3,16,421,-1808,14
42,-10,36,-1,17,422,-2045,16
41,-10,35,-2,15,421,-2214,14
42,-11,35,-3,15,420,-1954,13
42,-11,34,-3,16,420,-1964,13
42,-11,34,-3,15,419,-1896,13
43,-12,33,-5,15,418,-1752,12
43,-13,33,-4,17,418,-1702,13
43,-12,34,-3,17,419,-1912,14
43,-12,34,-3,16,418,-1943,14
42,-11,34,-3,16,419,-1886,14
41,-10,36,-2,17,420,-1993,15
40,-10,36,-2,15,418,-2129,14
42,-11,35,-2,15,417,-1955,13
42,-11,34,-3,16,417,-2020,14
42,-11,34,-3,15,417,-2065,13
43,-12,33,-4,15,415,-1956,12
43,-13,33,-4,16,416,-1799,13
42,-12,34,-3,17,417,-1984,14
43,-12,34,-3,16,416,-1970,14
42,-12,34,-3,16,416,-1872,14
41,-10,36,-2,17,416,-1971,15
40,-9,36,-1,15,416,-2180,14
41,-10,34,-3,15,415,-2047,13
42,-11,34,-3,15,415,-2118,13
42,-11,34,-3,15,414,-2196,13
43,-12,33,-5,15,413,-2100,12
43,-12,32,-5,16,413,-1978,13
42,-12,34,-3,16,413,-2238,14
42,-11,34,-3,16,413,-2221,14
42,-11,34,-3,16,413,-2154,14
41,-10,36,-1,17,414,-2274,15
40,-9,35,-1,15,413,-2373,14
41,-10,34,-3,14,412,-2040,13
41,-11,34,-3,15,412,-1916,13
41,-11,34,-3,15,411,-1905,13
41,-12,32,-5,14,410,-1804,12
43,-13,32,-5,16,410,-1620,12
42,-12,33,-3,16,411,-1783,14
41,-11,33,-3,16,410,-1787,14
41,-11,34,-3,16,410,-1752,14
40,-10,35,-1,17,411,-1844,15
40,-10,35,-1,15,410,-2015,14
40,-10,34,-3,14,409,-1837,13
41,-11,34,-3,15,409,-1849,13
41,-11,33,-3,15,409,-1933,13
42,-12,32,-5,14,408,-1894,12
43,-13,32,-5,15,407,-1761,12
42,-11,33,-3,16,408,-1949,14
42,-11,34,-3,16,409,-1995,14
44,-9,38,-2,17,412,-2033,16
46,-7,43,0,20,416,-2176,20
46,-5,45,0,20,418,-2367,21
49,-6,46,0,21,419,-2164,22
52,-8,49,0,24,423,-2117,25
56,-9,53,0,27,426,-2094,27
59,-9,54,0,28,427,-2032,28
62,-10,57,0,31,430,-1901,30
63,-10,60,1,33,433,-2089,34
63,-8,61,2,32,434,-2123,34
63,-6,63,2,33,435,-2099,35
63,-6,65,4,34,436,-2151,37
64,-6,67,4,33,437,-2307,37
65,-7,65,3,33,436,-2066,36
65,-8,65,3,34,436,-1944,36
66,-8,64,2,34,435,-1910,36
66,-9,64,1,33,434,-1803,35
67,-12,62,1,34,432,-1598,35
66,-13,62,1,35,432,-1776,36
65,-13,62,1,34,432,-1851,35
66,-13,62,2,34,432,-1861,36
64,-11,62,3,33,432,-2030,36
61,-8,62,4,31,430,-2359,34
61,-9,60,2,30,429,-2291,33
62,-9,60,1,31,428,-2480,33
61,-11,58,1,30,426,-2587,32
60,-12,54,0,29,423,-2358,29
60,-13,53,0,30,422,-2013,28
59,-13,53,0,30,421,-2088,29
57,-14,51,0,27,419,-2174,27
55,-12,50,0,26,417,-2366,26
53,-10,50,0,26,417,-2914,26
51,-10,48,0,24,414,-3337,24
50,-11,45,-1,21,411,-3158,22
49,-10,43,-1,21,410,-3007,21
48,-10,42,-1,20,408,-2950,20
46,-11,38,-3,18,404,-2857,17
44,-11,34,-4,17,401,-2697,14
42,-10,35,-2,18,401,-2853,16
40,-10,33,-3,16,399,-2830,14
39,-11,32,-3,15,397,-2741,13
39,-10,33,-2,16,398,-2790,14
38,-9,34,-1,15,398,-2971,14
39,-10,32,-2,13,396,-2827,12
39,-10,32,-3,15,396,-2852,12
39,-10,32,-3,14,396,-3118,12
40,-11,31,-4,14,395,-3309,11
41,-12,30,-5,14,394,-3252,11
40,-12,32,-3,16,395,-3484,13
40,-11,32,-3,15,395,-3564,13
40,-11,32,-3,15,394,-3491,13
39,-10,32,-2,15,395,-3464,14
38,-9,34,-1,14,396,-3403,14
39,-10,32,-2,13,394,-3042,12
39,-10,32,-3,14,394,-2921,12
39,-11,31,-3,14,393,-2941,12
39,-11,31,-4,14,392,-2915,12
40,-12,29,-5,14,391,-2907,11
39,-11,31,-3,16,393,-3185,13
39,-11,32,-3,15,392,-3250,13
39,-11,31,-3,15,392,-3079,13
39,-10,32,-2,15,393,-2989,14
38,-9,34,-1,14,393,-3164,14
38,-10,32,-2,13,392,-2979,12
38,-10,32,-2,14,391,-2880,12
38,-10,32,-3,14,391,-2902,12
39,-11,30,-4,14,390,-2873,11
40,-12,29,-5,14,389,-2694,11
40,-11,31,-3,16,390,-2843,12
39,-11,31,-3,15,390,-2947,12
39,-11,31,-3,15,390,-2960,12
39,-10,32,-2,15,390,-3109,13
38,-9,34,-1,14,391,-3364,13
38,-10,32,-3,13,389,-3011,12
38,-10,32,-3,14,389,-2774,12
38,-10,32,-3,13,387,-2807,11
34,-12,37,-2,9,380,-2831,6
30,-17,44,-2,6,372,-2593,1
24,-18,52,0,4,366,-2643,-1
18,-19,59,2,0,359,-2714,-6
17,-14,59,2,0,360,-2689,-6
20,-5,50,0,2,369,-2728,0
28,4,37,-2,9,385,-2976,9
43,25,6,-12,20,412,-2927,24
65,50,-33,-23,38,450,-2867,49
89,73,-74,-35,58,491,-2930,76
116,94,-118,-47,78,531,-2903,103
143,114,-161,-59,98,572,-2649,130
168,137,-202,-69,120,615,-2708,159
193,158,-244,-79,139,656,-2766,187
218,176,-284,-88,159,695,-2715,213
244,186,-319,-96,179,731,-2761,238
267,187,-346,-100,196,759,-3028,260
285,187,-370,-106,207,780,-2964,275
298,190,-387,-110,218,797,-2920,287
307,190,-397,-112,223,805,-2986,293
311,179,-397,-112,225,804,-2913,294
311,167,-392,-110,224,796,-2582,290
304,159,-378,-105,221,785,-2586,285
294,151,-360,-101,211,768,-2656,274
281,139,-338,-95,201,746,-2643,260
264,123,-311,-87,188,719,-2639,243
243,103,-274,-75,172,685,-2859,221
220,82,-236,-67,153,645,-2787,193
195,58,-193,-56,133,602,-2859,166
169,30,-148,-44,112,557,-2986,137
143,4,-103,-32,91,513,-2921,108
118,-15,-64,-23,72,471,-2779,80
92,-33,-22,-12,53,432,-3051,55
65,-50,16,-4,31,391,-3314,27
36,-69,33,-2,9,347,-3362,-1
8,-90,35,-1,-11,303,-3396,-30
-14,-89,37,0,-28,278,-3470,-48
-24,-72,36,-1,-36,274,-3253,-55
-19,-60,35,-2,-31,285,-3111,-49
-5,-48,35,-2,-20,307,-3045,-34
9,-35,34,-3,-9,330,-3000,-19
22,-28,32,-4,0,349,-2978,-7
32,-18,34,-3,9,366,-3136,5
35,-13,34,-2,12,374,-3076,10
35,-12,34,-2,12,374,-2792,10
35,-12,35,-1,12,374,-2882,10
34,-11,36,0,12,375,-3250,11
34,-11,35,-1,10,373,-3243,9
35,-12,35,-2,11,373,-3170,9
35,-12,34,-2,12,373,-3188,9
35,-12,34,-2,11,372,-3233,8
36,-13,32,-4,11,371,-3037,7
36,-13,34,-3,13,372,-3067,9
35,-12,34,-2,12,372,-3096,9
35,-12,34,-2,12,371,-2947,9
35,-12,34,-1,12,372,-2820,9
34,-10,36,0,13,373,-2970,11
34,-11,35,-1,11,371,-2890,9
34,-11,34,-2,11,370,-2747,9
34,-12,34,-2,11,370,-2790,9
35,-12,34,-2,11,370,-2777,9
36,-13,32,-4,11,368,-2632,7
36,-13,33,-3,13,369,-2803,9
36,-12,34,-2,12,369,-2885,9
35,-12,34,-2,12,369,-2784,10
35,-12,35,-1,13,369,-2752,10
33,-10,36,0,12,371,-2939,11
33,-11,35,-1,10,369,-3034,8
34,-12,34,-2,11,368,-3000,9
35,-12,34,-2,11,368,-2884,9
35,-12,33,-2,11,367,-2761,8
36,-13,32,-4,11,366,-2656,7
36,-13,33,-2,13,367,-2924,9
35,-12,34,-2,12,367,-3240,9
34,-12,34,-2,12,367,-3221,9
34,-11,34,-1,12,367,-3138,9
33,-10,36,0,12,368,-3179,11
33,-10,34,-1,10,366,-3045,9
34,-11,34,-2,11,365,-2870,9
34,-11,34,-2,11,366,-3061,8
