Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8
345,-25,187,-25,169,0,6482,176
344,-25,187,-24,169,0,6367,177
343,-23,189,-23,169,0,6043,178
344,-24,187,-25,166,0,6033,175
344,-25,187,-25,168,0,5973,176
344,-25,186,-25,168,0,5859,175
344,-25,185,-26,167,0,5943,175
344,-26,184,-27,168,0,6148,174
344,-26,185,-25,169,0,5957,176
343,-25,186,-25,168,0,5704,176
342,-25,186,-25,168,0,5628,176
342,-25,186,-24,168,0,5508,176
341,-23,187,-23,168,0,5112,176
341,-24,186,-24,165,0,5078,174
341,-24,186,-24,167,0,5147,174
341,-25,185,-25,167,0,5101,174
342,-25,184,-25,166,0,5028,173
343,-26,183,-27,166,0,5145,172
342,-25,184,-25,168,0,5007,175
341,-25,184,-25,167,0,4869,175
341,-25,185,-25,167,0,4871,175
340,-24,185,-24,167,0,4721,175
339,-23,186,-22,166,0,4337,176
339,-24,185,-24,165,0,4413,174
339,-24,185,-24,166,0,4481,173
339,-25,184,-25,165,0,4381,173
339,-25,183,-25,165,0,4391,172
340,-26,182,-27,165,0,4636,171
339,-25,183,-25,167,0,4587,173
339,-25,183,-25,166,0,4459,173
338,-25,183,-24,166,0,4529,173
338,-24,184,-23,166,0,4502,174
336,-23,185,-22,166,0,4188,174
336,-23,183,-24,164,0,4300,172
337,-24,183,-24,164,0,4445,172
337,-24,183,-24,165,0,4301,172
337,-25,182,-25,164,0,4163,171
338,-26,180,-27,164,0,4328,170
338,-25,182,-25,166,0,4252,172
337,-25,182,-24,165,0,4092,173
336,-25,182,-24,164,0,4062,172
336,-24,183,-24,165,0,3955,173
334,-23,184,-22,165,0,3635,174
335,-24,182,-23,162,0,3624,171
335,-24,182,-24,164,0,3729,171
335,-24,182,-24,163,0,3685,170
335,-24,181,-25,163,0,3675,170
336,-26,179,-27,163,0,3846,169
335,-25,181,-25,165,0,3746,171
335,-25,181,-24,164,0,3482,171
334,-24,181,-24,163,0,3423,171
334,-24,181,-24,163,0,3328,172
332,-23,183,-22,164,0,3030,172
332,-23,181,-24,162,0,3050,170
333,-24,181,-24,162,0,3226,170
334,-23,183,-23,163,0,3231,171
337,-21,187,-23,165,0,3258,174
339,-22,187,-24,167,0,3513,174
340,-21,190,-22,170,0,3497,178
343,-21,194,-21,171,0,3269,180
346,-22,198,-20,173,0,3208,183
348,-22,201,-19,175,0,3155,186
349,-20,205,-17,177,0,2847,189
351,-21,207,-18,176,0,2798,188
353,-22,208,-18,178,0,2903,189
353,-20,209,-18,178,0,2896,190
353,-19,209,-18,178,0,2911,190
355,-22,208,-20,179,0,3070,190
356,-22,210,-18,182,0,3061,192
355,-22,211,-18,181,0,3021,192
355,-21,210,-18,180,0,3112,192
355,-21,211,-17,181,0,3131,193
353,-21,212,-15,180,0,3009,193
353,-24,208,-17,178,0,3154,190
353,-25,207,-18,178,0,3453,190
353,-25,207,-19,179,-536,3498,190
353,-26,206,-19,177,-1348,3526,189
352,-25,203,-21,176,-2152,3762,187
351,-24,204,-20,178,-2943,3837,188
350,-24,205,-19,177,-3724,3594,188
349,-23,204,-19,176,-4497,3519,187
347,-24,201,-19,175,-5261,3470,186
345,-23,202,-17,176,-6013,3139,186
345,-24,200,-19,172,-6759,2997,184
343,-26,196,-20,171,-7496,3057,181
342,-25,195,-21,171,-8223,2964,180
340,-24,193,-21,169,-8940,2999,179
340,-26,190,-23,168,-9650,3273,176
338,-27,188,-23,168,-10349,3299,176
336,-25,188,-22,167,-11038,3047,176
334,-23,186,-22,165,-11720,2965,174
332,-24,185,-21,165,-12393,2861,174
328,-22,184,-20,163,-13058,2494,172
326,-21,181,-22,160,-13717,2414,169
325,-22,178,-23,159,-14366,2573,167
324,-23,176,-23,159,-15007,2556,166
324,-24,175,-24,158,-15639,2570,165
325,-25,173,-26,157,-16264,2761,163
324,-25,174,-25,159,-16877,2801,165
324,-24,175,-24,159,-17485,2617,166
323,-24,175,-24,158,-18085,2594,166
323,-23,175,-23,158,-18677,2574,166
321,-22,177,-22,159,-19261,2375,167
322,-22,175,-23,156,-19840,2351,165
322,-23,175,-23,157,-20411,2570,164
321,-23,174,-23,157,-20975,2567,164
322,-23,174,-24,157,-21532,2519,164
323,-25,172,-26,156,-22082,2638,162
322,-25,173,-25,158,-22624,2641,164
322,-24,174,-24,158,-23160,2370,164
322,-24,174,-23,157,-23689,2308,164
321,-24,174,-23,157,-24211,2234,165
319,-22,176,-21,158,-24726,1961,166
319,-22,175,-23,155,-25237,1949,164
320,-23,174,-23,156,-25740,2115,163
320,-23,173,-23,156,-26237,2107,163
320,-23,173,-24,156,-26728,2253,163
321,-25,171,-25,155,-27214,2755,161
321,-25,172,-25,157,-27692,3098,163
320,-24,173,-24,157,-28164,3037,164
319,-24,172,-23,156,-28631,3120,163
319,-23,173,-23,156,-29091,3137,164
317,-22,175,-21,157,-29545,2857,165
317,-22,173,-22,154,-29995,2707,163
318,-23,172,-23,155,-30440,2939,162
318,-23,172,-23,155,-30878,2980,162
317,-23,171,-23,154,-31311,3065,161
318,-24,170,-25,154,-31740,3308,160
319,-24,171,-25,156,-32161,3430,162
318,-24,172,-24,155,-32577,3270,163
317,-23,171,-23,155,32547,3343,162
315,-23,175,-22,153,32138,3411,160
308,-24,185,-19,150,31730,3186,156
303,-28,191,-17,144,31325,2984,149
298,-30,197,-17,140,30926,3103,143
294,-29,201,-16,138,30536,3047,140
296,-22,195,-19,139,30160,2964,143
303,-15,181,-24,144,29794,3126,149
314,-1,160,-29,155,29444,3288,164
332,25,125,-38,170,29113,3108,187
354,49,84,-49,189,28789,3166,213
380,72,42,-60,209,28471,3257,240
404,95,1,-69,230,28158,2898,269
429,117,-41,-81,247,27847,2383,295
455,137,-84,-93,268,27540,2386,321
482,156,-126,-103,289,27237,2339,348
508,170,-164,-113,308,26934,2319,374
533,172,-198,-121,326,26628,2478,396
555,171,-222,-126,343,26320,2554,416
569,175,-241,-129,354,26013,2231,431
578,178,-255,-132,361,25701,2121,440
584,172,-258,-132,364,25384,2160,444
585,162,-253,-128,366,25065,2068,444
580,153,-245,-125,360,24742,2006,437
572,144,-230,-122,353,24418,2282,426
560,133,-211,-117,344,24094,2334,413
546,119,-187,-111,333,23769,2413,398
529,99,-157,-104,318,23440,2456,376
507,77,-118,-93,302,23111,2433,353
481,57,-76,-82,282,22783,2096,327
455,32,-32,-69,260,22455,1989,298
429,4,14,-57,240,22130,2023,270
402,-16,57,-44,220,21814,1903,243
375,-34,97,-34,198,21501,1742,215
350,-53,137,-25,177,21192,1969,187
322,-70,166,-22,156,20886,2017,158
294,-93,171,-23,134,20579,2072,127
268,-107,170,-24,114,20283,2572,100
296,-32,173,-20,141,18886,2921,146
304,-25,172,-21,147,18662,3098,153
306,-24,172,-21,149,18432,3102,155
306,-24,171,-21,148,18201,3062,154
306,-25,170,-23,147,17973,3251,153
307,-26,169,-23,149,17749,3461,154
306,-25,171,-22,149,17528,3238,155
305,-24,171,-21,148,17309,3181,155
304,-24,171,-21,149,17093,3155,155
304,-23,172,-19,150,16880,2994,156
303,-23,172,-20,147,16669,2757,155
303,-24,170,-21,147,16460,2852,153
304,-24,170,-21,147,16255,2740,154
303,-24,170,-21,147,16051,2563,153
304,-25,168,-23,146,15849,2586,152
305,-25,168,-23,148,15652,2732,153
304,-24,170,-21,149,15458,2522,154
303,-24,169,-21,148,15265,2493,154
303,-24,169,-21,148,15074,2512,154
302,-23,171,-19,148,14887,2284,155
301,-22,170,-19,146,14701,1930,154
301,-23,169,-21,146,14516,2055,153
302,-24,169,-21,147,14335,2136,152
302,-24,169,-21,146,14156,2217,152
302,-25,167,-23,146,13978,2295,151
303,-25,167,-23,147,13803,2407,152
302,-24,168,-21,147,13633,2121,153
301,-24,168,-21,147,13462,2118,153
301,-24,168,-21,146,13294,2208,153
300,-23,170,-19,147,13129,2042,154
299,-22,170,-19,145,12965,1822,153
300,-23,168,-21,145,12802,2006,152
300,-24,168,-21,146,12642,2026,152
300,-23,168,-21,145,12484,2010,151
300,-24,166,-23,145,12327,2110,150
301,-25,166,-23,146,12173,2436,150
300,-24,167,-21,147,12022,2292,152
299,-24,167,-21,146,11872,2209,152
299,-24,167,-20,146,11724,2188,152
298,-23,169,-19,146,11579,2074,153
297,-22,168,-19,144,11434,1833,152
298,-23,168,-20,144,11291,1999,151
300,-22,171,-20,146,11153,2092,153
301,-22,171,-20,147,11014,2159,153
302,-22,171,-21,147,10877,2288,153
304,-22,173,-21,149,10743,2461,155
304,-21,175,-19,151,10612,2249,157
305,-22,177,-19,151,10480,2141,158
305,-23,177,-19,152,10349,2150,159
304,-22,178,-17,152,10221,2035,160
304,-21,180,-16,151,10095,1803,160
306,-21,180,-17,151,9970,1989,160
307,-20,181,-17,152,9846,2058,160
307,-21,181,-17,152,9723,2044,161
309,-23,180,-18,152,9602,2110,160
310,-25,180,-19,154,9483,2316,161
310,-22,183,-17,155,9367,2148,163
310,-20,184,-17,155,9251,2082,163
310,-20,185,-16,155,9136,2130,164
310,-20,187,-15,157,9024,2082,166
310,-20,188,-14,156,8912,1913,166
311,-20,189,-15,156,8801,2117,166
315,-18,193,-14,159,8696,2199,168
318,-17,197,-14,161,8591,2246,171
321,-16,200,-14,163,8487,2393,173
323,-16,201,-14,165,8383,2645,175
324,-13,205,-12,166,8282,2466,178
326,-11,210,-10,168,8183,2336,181
328,-9,214,-9,170,8085,2369,184
330,-7,220,-7,172,7989,2238,187
331,-4,224,-5,173,7894,1957,189
335,-6,225,-6,174,7797,2079,190
339,-6,229,-5,178,7704,2077,193
342,-4,233,-4,179,7611,1999,196
344,-3,236,-4,181,7520,2081,198
348,-2,240,-4,184,7430,2395,200
350,0,246,-1,187,7342,2316,205
352,0,249,0,188,7254,2284,207
354,0,252,0,190,7166,2341,210
355,1,255,1,191,7079,2229,211
356,3,258,2,192,6994,1856,213
357,2,257,1,191,6907,1938,212
359,0,258,1,193,6822,1991,213
360,0,258,1,193,6737,1965,213
360,0,258,0,193,6653,2047,213
363,0,259,0,195,6571,2316,214
363,0,262,1,197,6492,2204,216
362,0,262,2,196,6410,2173,216
361,0,261,2,195,6330,2237,216
358,0,259,2,194,6249,2138,215
356,0,258,2,193,6170,1872,214
356,-2,255,0,191,6090,2038,211
355,-3,252,0,190,6012,2159,209
354,-5,250,0,189,5934,2133,207
352,-5,246,-2,187,5857,2133,205
352,-9,243,-4,187,5781,2361,203
349,-8,242,-3,187,5708,2228,203
347,-11,239,-4,185,5634,2087,201
344,-11,235,-4,183,5560,2064,199
341,-10,233,-3,181,5489,2036,197
338,-11,231,-3,179,5417,1722,195
337,-15,226,-6,176,5345,1655,191
334,-18,220,-7,175,5273,1727,189
333,-21,217,-9,173,5204,1833,186
332,-25,212,-11,171,5136,1924,184
330,-28,207,-13,170,5066,2199,180
326,-27,205,-12,169,5001,2099,179
322,-24,203,-12,166,4937,1928,177
319,-23,200,-12,164,4872,1884,175
317,-24,199,-12,164,4810,1829,174
314,-23,197,-11,162,4748,1565,173
313,-25,194,-14,159,4685,1653,169
312,-24,192,-14,158,4626,1728,168
309,-24,188,-14,156,4565,1719,166
308,-25,186,-16,155,4505,1850,164
308,-25,183,-17,154,4447,2193,162
306,-25,182,-16,154,4390,2135,163
303,-25,180,-16,152,4334,2006,161
302,-24,179,-16,151,4279,2031,159
299,-22,178,-15,151,4225,1986,159
297,-22,177,-15,149,4171,1657,158
296,-23,174,-16,146,4115,1681,154
296,-23,173,-17,147,4063,1780,154
295,-26,171,-18,146,4010,1829,153
293,-26,168,-19,144,3958,2034,150
293,-26,166,-20,144,3906,2366,149
290,-24,165,-19,144,3857,2322,150
287,-23,162,-19,141,3807,2214,147
286,-23,161,-19,140,3758,2211,146
283,-21,161,-18,139,3711,2129,145
281,-19,162,-17,138,3665,1867,145
282,-20,160,-19,137,3617,1964,143
282,-20,159,-19,137,3571,2091,143
280,-22,156,-20,136,3524,2110,141
280,-23,154,-21,135,3478,2190,139
281,-24,153,-22,135,3434,2241,139
280,-24,154,-21,136,3392,1698,141
279,-23,155,-20,136,3350,1294,141
279,-23,154,-20,135,3309,1180,141
279,-22,155,-19,136,3268,1057,141
277,-22,156,-18,135,3228,800,142
278,-22,155,-19,133,3186,871,140
278,-22,154,-20,134,3146,968,139
278,-22,154,-20,134,3106,943,139
278,-23,153,-21,134,3067,998,139
279,-24,152,-23,134,3028,1289,138
278,-24,153,-21,135,2992,1264,140
277,-23,154,-20,135,2955,1132,140
277,-23,153,-20,135,2918,1143,140
276,-22,154,-19,134,2882,1111,140
275,-21,155,-17,135,2847,857,141
275,-22,154,-19,132,2810,903,139
276,-22,153,-19,133,2774,1031,138
276,-23,153,-20,133,2740,1046,138
276,-23,153,-21,132,2705,1122,138
277,-24,151,-22,133,2670,1371,137
277,-23,152,-20,135,2639,1323,139
276,-23,152,-20,134,2606,1149,139
276,-23,152,-20,133,2573,1170,139
275,-22,153,-19,134,2542,1151,140
274,-21,154,-18,134,2511,892,140
274,-21,153,-19,131,2478,997,138
274,-22,152,-19,132,2447,1202,138
274,-22,152,-20,132,2416,1170,138
275,-22,151,-20,132,2386,1201,137
275,-24,149,-22,132,2355,1462,136
275,-24,151,-21,134,2327,1395,138
274,-23,151,-20,133,2298,1094,138
273,-22,151,-20,133,2269,1038,138
273,-22,152,-19,133,2241,1031,138
272,-21,153,-18,132,2214,866,139
272,-21,152,-19,131,2185,967,137
273,-22,151,-20,132,2157,1201,136
272,-22,151,-20,132,2131,1246,137
273,-22,150,-21,131,2104,1288,136
273,-23,149,-22,131,2076,1520,135
273,-23,150,-20,133,2078,1497,137
272,-23,150,-20,132,2077,1319,137
272,-22,150,-20,132,2075,1270,137
272,-22,151,-19,132,2075,1125,138
270,-21,152,-17,132,2074,752,138
270,-21,151,-19,130,2072,705,136
271,-21,150,-19,130,2070,865,136
271,-22,150,-20,131,2069,854,136
271,-22,150,-20,131,2067,879,135
272,-23,148,-21,131,2065,1137,134
271,-23,149,-20,133,2065,1174,136
271,-23,149,-20,132,2064,845,136
270,-23,150,-19,131,2063,683,137
270,-22,150,-19,131,2062,735,137
269,-21,151,-17,131,2061,578,138
269,-21,150,-18,129,2059,606,136
270,-22,150,-19,130,2057,778,135
269,-21,149,-19,130,2056,769,135
270,-22,148,-20,129,2054,811,135
270,-23,147,-21,129,2052,1112,133
270,-23,148,-20,131,2052,1194,135
269,-22,148,-20,131,2051,1012,136
269,-22,148,-20,130,2050,968,135
268,-22,149,-19,131,2049,893,136
267,-20,151,-17,130,2049,636,137
267,-20,149,-18,128,2046,583,135
267,-21,148,-19,129,2044,730,134
268,-22,149,-19,129,2043,804,135
267,-22,148,-20,129,2041,893,134
268,-23,146,-21,129,2039,1087,133
268,-23,147,-20,130,2039,1076,134
267,-22,148,-19,130,2038,867,135
267,-22,148,-19,130,2037,870,135
267,-22,148,-19,130,2036,854,135
265,-20,150,-17,130,2036,580,136
265,-20,148,-18,128,2033,460,134
265,-21,147,-19,128,2031,586,134
265,-21,147,-19,128,2030,587,134
266,-22,147,-20,128,2028,658,133
267,-23,145,-22,127,2026,868,131
267,-23,146,-20,129,2026,913,133
266,-22,147,-19,129,2025,719,134
265,-22,147,-19,129,2024,681,134
265,-21,147,-19,129,2023,667,134
263,-20,149,-17,129,2023,421,135
263,-20,147,-18,127,2021,404,133
264,-21,147,-19,127,2019,709,133
264,-21,147,-19,128,2018,758,133
264,-21,146,-19,127,2016,765,132
265,-22,144,-21,127,2013,940,131
265,-23,145,-20,129,2013,1045,133
264,-22,146,-19,128,2012,967,133
263,-22,146,-19,128,2011,1009,133
263,-21,146,-19,128,2010,995,133
262,-20,148,-17,128,2010,793,134
262,-20,147,-18,126,2008,770,132
262,-21,146,-19,126,2006,997,132
262,-21,145,-19,127,2005,984,132
262,-21,145,-19,126,2003,957,132
263,-22,143,-21,126,2001,1132,130
263,-22,144,-20,128,2001,1222,131
262,-22,144,-19,127,2000,1050,132
262,-22,145,-19,127,1998,1116,132
261,-21,145,-19,127,1997,1148,132
261,-20,147,-17,127,1998,953,134
260,-20,146,-18,125,1995,884,132
261,-20,145,-18,125,1993,1094,131
261,-21,145,-19,125,1992,1113,131
261,-22,144,-19,125,1991,1090,131
262,-22,143,-21,125,1988,1218,129
262,-22,143,-20,127,1988,1305,131
261,-22,144,-19,127,1987,1038,132
261,-22,144,-19,126,1986,968,131
260,-21,144,-19,126,1985,943,131
259,-20,146,-17,127,1985,730,132
259,-20,145,-17,124,1983,575,131
259,-20,144,-18,125,1981,802,130
259,-20,144,-19,125,1980,862,130
259,-21,143,-19,125,1978,905,130
260,-22,142,-21,124,1976,1088,128
260,-22,142,-20,126,1975,1210,129
259,-22,143,-19,125,1975,1004,130
259,-21,143,-19,125,1973,975,130
258,-21,143,-19,125,1973,958,130
257,-20,145,-17,126,1973,772,132
257,-20,145,-17,124,1971,673,130
257,-20,143,-18,124,1968,907,130
258,-20,143,-19,124,1967,937,129
258,-21,142,-19,124,1966,934,129
258,-22,141,-21,123,1964,1064,128
259,-23,141,-20,125,1963,1179,129
258,-22,142,-19,125,1962,934,130
257,-22,142,-19,125,1961,843,129
257,-21,142,-18,125,1960,838,129
256,-20,144,-17,125,1960,677,131
255,-20,143,-17,123,1958,544,129
256,-20,142,-18,123,1956,907,128
256,-21,142,-18,123,1955,1068,128
256,-21,141,-19,123,1954,1172,128
256,-22,140,-20,122,1951,1370,127
257,-22,140,-20,124,1951,1549,128
256,-21,141,-18,124,1951,1358,129
255,-21,141,-19,123,1949,1324,129
255,-21,141,-18,123,1948,1374,128
254,-20,143,-17,124,1948,1262,130
254,-19,142,-17,122,1946,1122,128
254,-20,142,-18,122,1945,1325,128
257,-19,146,-17,125,1947,1353,131
259,-17,148,-17,126,1949,1411,132
261,-18,149,-17,127,1949,1548,133
264,-18,152,-17,131,1951,1685,136
266,-18,157,-15,133,1955,1493,140
270,-19,160,-14,135,1957,1416,143
271,-19,163,-13,136,1958,1410,144
272,-17,167,-11,139,1962,1294,147
273,-17,169,-11,138,1961,1074,148
274,-17,168,-12,138,1960,1203,147
274,-15,170,-11,139,1960,1209,148
275,-16,170,-12,140,1960,1233,149
278,-18,170,-13,140,1958,1380,148
279,-19,170,-13,142,1957,1608,149
277,-18,171,-12,142,1957,1443,150
277,-18,171,-12,141,1956,1407,150
277,-18,171,-12,141,1955,1415,150
276,-19,172,-10,142,1954,1284,151
275,-21,170,-11,139,1951,1097,149
276,-22,169,-12,139,1949,1293,148
276,-22,168,-13,140,1948,1346,148
274,-21,167,-13,138,1945,1353,147
273,-20,165,-14,137,1942,1456,145
274,-21,165,-14,138,1941,1635,145
273,-20,166,-13,139,1941,1427,146
271,-21,163,-14,136,1937,1345,145
269,-21,161,-14,136,1934,1303,143
268,-20,163,-12,137,1934,1125,145
266,-21,160,-12,134,1931,863,142
265,-22,157,-14,132,1926,1048,139
264,-21,155,-15,132,1923,1122,138
263,-20,154,-15,130,1921,1117,137
261,-22,150,-17,128,1916,1230,134
261,-23,148,-18,129,1914,1468,133
258,-20,148,-16,128,1912,1316,134
257,-20,147,-16,127,1910,1275,132
255,-21,144,-16,125,1906,1257,131
251,-18,143,-16,124,1904,1093,130
249,-17,142,-16,121,1901,848,128
248,-19,138,-17,119,1896,1053,125
247,-20,137,-18,120,1894,1107,124
248,-20,137,-18,119,1893,1132,124
248,-21,136,-20,118,1890,1289,122
248,-21,135,-20,120,1889,1562,123
248,-20,136,-18,121,1890,1402,125
247,-20,136,-18,120,1888,1342,124
247,-20,136,-17,119,1887,1296,124
246,-19,137,-16,120,1887,1150,125
245,-19,138,-16,119,1886,934,125
245,-19,136,-18,118,1883,1068,123
246,-20,136,-18,118,1882,1095,123
246,-20,136,-18,118,1881,1095,123
246,-21,135,-19,118,1879,1201,122
247,-21,134,-20,119,1877,1478,122
246,-20,135,-18,120,1877,1355,124
246,-20,135,-18,119,1877,1292,124
245,-20,135,-18,119,1875,1198,124
245,-19,137,-17,119,1875,946,124
244,-18,137,-16,118,1874,717,124
244,-19,135,-17,117,1872,894,122
244,-19,135,-17,118,1870,883,122
244,-20,135,-18,117,1869,889,122
245,-20,134,-19,117,1867,1057,121
245,-22,133,-20,118,1866,1359,121
245,-21,135,-18,119,1866,1175,123
244,-20,135,-18,118,1865,1067,123
244,-20,135,-18,118,1864,1060,122
243,-19,136,-17,119,1863,920,123
242,-18,136,-16,118,1862,684,123
243,-19,135,-17,116,1860,852,122
242,-19,135,-17,117,1859,919,122
243,-20,134,-18,117,1857,890,122
243,-20,133,-19,116,1855,919,120
244,-21,132,-19,117,1854,1090,121
243,-20,133,-18,118,1854,855,122
242,-20,134,-17,117,1852,744,121
237,-21,141,-16,113,1845,738,117
231,-24,150,-13,110,1837,636,112
225,-25,157,-10,105,1829,413,108
220,-27,163,-11,100,1820,583,101
220,-22,161,-12,100,1820,679,101
224,-14,151,-15,104,1828,740,107
233,-5,134,-20,111,1841,890,115
249,15,103,-30,124,1870,1165,134
270,41,66,-39,143,1909,1000,161
294,64,24,-50,162,1949,881,187
319,86,-18,-60,182,1990,895,215
344,109,-59,-70,203,2031,777,244
369,131,-100,-81,222,2072,519,271
395,151,-144,-93,241,2110,719,296
421,168,-184,-103,262,2148,858,323
446,177,-220,-111,281,2182,917,347
471,176,-249,-117,297,2207,1060,367
490,175,-272,-123,311,2227,1343,383
501,180,-287,-126,322,2245,1219,397
508,180,-296,-127,326,2251,1125,402
512,169,-295,-125,327,2249,1121,403
510,160,-287,-122,326,2242,983,401
503,153,-273,-117,321,2230,660,393
492,142,-257,-114,310,2209,795,380
480,129,-236,-108,301,2187,935,366
464,113,-208,-101,288,2157,989,348
443,92,-173,-92,272,2121,1101,324
421,69,-135,-83,254,2080,1371,298
394,46,-90,-70,235,2038,1230,273
368,19,-44,-57,213,1992,1103,244
341,-5,0,-45,192,1947,1100,215
315,-23,41,-33,172,1907,946,189
288,-40,83,-22,152,1866,499,162
262,-58,119,-17,129,1823,553,132
234,-79,134,-16,107,1777,559,102
206,-100,135,-17,85,1732,361,73
184,-99,135,-17,70,1706,392,54
177,-82,133,-18,65,1703,572,49
181,-70,135,-17,71,1715,425,59
194,-57,135,-16,81,1737,301,73
208,-44,135,-16,92,1759,397,88
220,-34,136,-15,103,1779,465,102
228,-24,137,-14,109,1794,302,113
232,-20,135,-15,110,1798,459,115
233,-21,134,-16,111,1797,604,115
233,-21,134,-16,111,1796,603,115
233,-21,134,-17,111,1794,620,114
235,-23,132,-18,111,1793,870,114
234,-22,133,-16,113,1793,791,116
233,-21,134,-16,112,1792,676,116
232,-21,134,-16,112,1791,681,116
232,-21,134,-15,112,1790,629,116
231,-19,136,-14,112,1790,360,117
231,-20,134,-15,110,1787,481,115
231,-20,134,-16,111,1786,650,115
231,-20,133,-16,111,1785,658,115
231,-21,132,-17,110,1783,636,114
232,-22,131,-18,111,1781,699,113
232,-22,133,-17,112,1781,505,115
231,-21,133,-16,111,1781,319,115
231,-21,133,-16,111,1780,272,115
231,-21,134,-15,111,1779,225,115
229,-19,135,-14,111,1778,-45,116
229,-20,133,-15,109,1776,32,114
230,-20,133,-16,110,1775,240,114
230,-21,132,-16,110,1774,276,113
230,-21,132,-17,109,1772,290,113
231,-22,130,-18,110,1770,510,112
230,-22,132,-16,112,1770,435,114
230,-21,132,-16,111,1769,228,114
229,-21,132,-16,110,1768,200,114
229,-20,133,-15,111,1768,102,115
228,-19,135,-13,111,1768,-188,116
228,-19,132,-15,108,1765,-113,113
228,-20,132,-16,109,1764,23,113
228,-20,132,-16,109,1762,35,113
229,-21,131,-16,109,1761,53,112
230,-22,129,-18,109,1759,250,111
229,-21,131,-17,111,1759,165,113
228,-21,131,-16,110,1758,37,113
228,-21,131,-16,110,1757,136,113
227,-20,132,-15,110,1757,235,114
227,-19,134,-13,110,1757,78,115
228,-18,134,-15,109,1756,207,114
229,-18,136,-14,111,1757,514,115
230,-18,135,-15,111,1756,644,115
231,-17,137,-15,112,1757,673,116
234,-18,137,-16,113,1757,926,116
235,-19,140,-14,116,1758,984,120
235,-20,141,-14,116,1758,754,121
235,-20,141,-14,116,1757,445,120
234,-19,142,-13,116,1757,107,121
234,-16,146,-11,117,1759,-439,123
236,-16,146,-12,115,1758,-358,122
236,-17,145,-12,117,1757,-285,122
237,-18,145,-12,117,1756,-409,123
239,-20,146,-13,117,1755,-358,123
240,-21,145,-14,118,1754,-80,123
240,-18,148,-12,120,1756,-78,125
240,-17,149,-11,120,1756,-170,126
241,-18,150,-11,120,1756,-295,127
241,-18,151,-11,121,1756,-371,128
241,-16,153,-9,122,1757,-316,130
243,-15,156,-9,121,1757,114,130
246,-14,159,-9,124,1761,529,132
249,-12,164,-8,127,1764,737,135
251,-11,166,-8,128,1766,891,137
253,-12,166,-9,129,1765,1177,137
256,-10,172,-7,132,1769,1212,141
258,-7,177,-5,134,1773,1053,144
260,-5,181,-3,136,1776,990,147
262,-3,186,-2,138,1779,902,150
264,-1,191,0,140,1783,608,154
267,-2,193,0,140,1784,566,154
271,-2,196,0,143,1786,730,157
273,0,201,0,145,1790,679,160
276,1,205,1,147,1792,681,162
280,1,207,1,149,1794,914,164
282,2,212,2,153,1798,919,168
284,2,215,4,155,1800,749,171
285,3,218,4,155,1802,753,172
287,4,220,5,157,1803,779,174
287,6,224,7,158,1805,535,177
288,5,223,6,156,1803,485,175
290,3,223,6,158,1803,696,176
291,2,224,6,159,1802,754,176
292,3,225,6,159,1803,830,177
294,3,225,4,160,1802,1079,177
293,3,226,5,162,1802,1093,179
293,4,227,6,161,1801,832,179
291,3,224,6,160,1799,747,177
289,2,223,6,159,1796,728,176
288,1,223,7,159,1795,531,177
